id_venta,isbn,titulo,autor,categoria,precio_eur,cantidad,edad_cliente,genero_cliente,fecha_venta,formato,canal_venta,tienda,metodo_pago,valoracion_cliente
V000164,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,15.29,2,36,No binario,2023-03-05,Tapa dura,Online,Tienda Online,Bizum,5
V000165,978-0-96673-333-4,Harry Potter y el prisionero de Azkaban,J.K. Rowling,Fantasía Juvenil,18.59,1,10,No binario,2024-08-10,Bolsillo,Física,Librería Gran Vía,Bizum,5
V000166,978-2-92240-263-6,La casa de Bernarda Alba,Federico García Lorca,Teatro,7.92,2,75,Masculino,2025-10-13,Bolsillo,Física,Librería Valencia Centro,Efectivo,4
V000167,978-7-10425-839-4,El paciente silencioso,Alex Michaelides,Thriller,17.9,1,28,Masculino,2025-05-30,Kindle,Online,Tienda Online,Bizum,5
V000168,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,13.52,1,40,Femenino,2024-10-04,Kindle,Online,Tienda Online,Tarjeta,4
V000169,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,10.9,1,12,Femenino,2025-06-23,Bolsillo,Física,Librería Valencia Centro,Bizum,5
V000170,978-0-87110-667-3,Charlie y la fábrica de chocolate,Roald Dahl,Infantil,9.52,1,5,Femenino,2023-06-01,Bolsillo,Física,Librería Gran Vía,Tarjeta,3
V000171,978-7-47388-533-8,Los besos,Manuel Vilas,Ficción,16.06,1,65,No binario,2024-09-07,Kindle,Online,Tienda Online,Bizum,3
V000172,978-8-27342-840-9,Stardust,Neil Gaiman,Fantasía,15.9,2,38,Prefiere no decir,2024-03-22,Bolsillo,Física,Librería Central Madrid,PayPal,5
V000173,978-1-40512-987-1,Los juegos del hambre,Suzanne Collins,Fantasía Juvenil,14.9,2,11,Prefiere no decir,2025-01-07,Bolsillo,Física,Librería Central Madrid,Efectivo,5
V000174,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,17.9,1,19,No binario,2024-05-13,Kindle,Online,Tienda Online,Efectivo,5
V000175,978-6-38893-559-9,Dune,Frank Herbert,Ciencia Ficción,24.04,2,32,Prefiere no decir,2024-02-08,Tapa dura,Física,Librería Central Madrid,PayPal,5
V000176,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,19.46,3,30,Masculino,2025-09-23,Bolsillo,Online,Tienda Online,Bizum,3
V000177,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,19.9,2,54,No binario,2023-03-18,Kindle,Online,Tienda Online,Tarjeta,
V000178,978-8-44973-887-5,Ángeles y demonios,Dan Brown,Thriller,15.21,2,29,Masculino,2024-03-03,Kindle,Online,Tienda Online,Efectivo,4
V000179,978-8-36062-833-8,Crónicas marcianas,Ray Bradbury,Ciencia Ficción,15.96,1,60,Prefiere no decir,2024-05-26,Tapa dura,Física,Librería Valencia Centro,Tarjeta,5
V000180,978-8-44438-864-9,Rayuela,Julio Cortázar,Clásico,13.52,1,26,Femenino,2023-06-24,Bolsillo,Online,Tienda Online,Transferencia,4
V000181,978-3-14207-924-5,La casa de los espíritus,Isabel Allende,Ficción,17.9,2,75,Prefiere no decir,2024-03-17,Bolsillo,Física,Librería Barcelona Gòtic,Tarjeta,2
V000182,978-1-42591-296-3,Frankenstein,Mary Shelley,Terror,13.09,1,18,Prefiere no decir,2023-05-19,Bolsillo,Online,Tienda Online,Transferencia,
V000183,978-3-99733-432-0,Don Quijote de la Mancha,Miguel de Cervantes,Clásico,17.91,1,68,Femenino,2023-03-02,Bolsillo,Online,Tienda Online,Bizum,3
V000184,978-6-86484-508-5,Ficciones,Jorge Luis Borges,Clásico,14.9,1,41,No binario,2023-01-24,Bolsillo,Online,Tienda Online,PayPal,5
V000185,978-8-21395-704-6,1984,George Orwell,Ciencia Ficción,14.9,1,32,Femenino,2023-12-16,Kindle,Online,Tienda Online,Transferencia,4
V000186,978-4-93886-804-8,Guerra y paz,León Tolstói,Clásico,27.39,1,43,No binario,2023-12-29,Bolsillo,Online,Tienda Online,Bizum,5
V000187,978-3-31417-573-6,Ana Karenina,León Tolstói,Clásico,15.21,1,56,Prefiere no decir,2025-01-10,Kindle,Online,Tienda Online,Bizum,4
V000188,978-3-84364-180-1,21 lecciones para el siglo XXI,Yuval Noah Harari,Ensayo,19.9,1,68,Prefiere no decir,2025-12-07,Kindle,Online,Tienda Online,PayPal,5
V000189,978-3-84364-180-1,21 lecciones para el siglo XXI,Yuval Noah Harari,Ensayo,19.9,1,56,Femenino,2023-06-07,Tapa dura,Online,Tienda Online,Efectivo,3
V000190,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,14.36,1,21,Masculino,2025-07-08,Bolsillo,Online,Tienda Online,Bizum,5
V000191,978-8-44973-887-5,Ángeles y demonios,Dan Brown,Thriller,17.75,2,19,No binario,2023-11-09,Kindle,Online,Tienda Online,Efectivo,2
V000192,978-0-13905-195-3,Rebelión en la granja,George Orwell,Ficción,12.5,2,70,Femenino,2024-07-15,Kindle,Online,Tienda Online,Bizum,
V000193,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,15.9,1,20,Masculino,2023-08-15,Kindle,Online,Tienda Online,Tarjeta,4
V000194,978-6-38893-559-9,Dune,Frank Herbert,Ciencia Ficción,18.32,1,35,Masculino,2025-02-07,Kindle,Online,Tienda Online,Tarjeta,2
V000195,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,21.9,1,64,Femenino,2025-05-31,Kindle,Online,Tienda Online,Bizum,4
V000196,978-4-97684-597-3,American Gods,Neil Gaiman,Fantasía,19.9,1,25,No binario,2024-01-26,Bolsillo,Online,Tienda Online,PayPal,4
V000197,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,19.69,2,34,Masculino,2023-09-21,Bolsillo,Online,Tienda Online,Tarjeta,5
V000198,978-6-34957-196-1,El resplandor,Stephen King,Terror,17.01,1,70,Femenino,2024-12-18,Kindle,Online,Tienda Online,PayPal,5
V000199,978-1-42591-296-3,Frankenstein,Mary Shelley,Terror,11.9,1,26,Prefiere no decir,2023-11-29,Tapa dura,Online,Tienda Online,Efectivo,5
V000200,978-9-18326-494-6,Romancero gitano,Federico García Lorca,Poesía,9.81,1,75,No binario,2025-08-24,Kindle,Online,Tienda Online,PayPal,4
V000201,978-3-28131-621-7,El Aleph,Jorge Luis Borges,Clásico,13.9,1,25,Femenino,2024-08-18,Bolsillo,Física,Librería Central Madrid,Efectivo,4
V000202,978-9-51245-317-7,La sombra del viento,Carlos Ruiz Zafón,Ficción,16.65,1,59,Femenino,2025-01-28,Kindle,Online,Tienda Online,PayPal,5
V000203,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,11.12,1,75,Femenino,2024-11-19,Kindle,Online,Tienda Online,Transferencia,1
V000204,978-2-17455-620-1,Cosmos,Carl Sagan,Ciencia,17.01,1,18,No binario,2024-01-30,Bolsillo,Online,Tienda Online,Transferencia,3
V000205,978-2-18981-709-1,Una breve historia del tiempo,Stephen Hawking,Ciencia,16.9,1,74,Prefiere no decir,2025-06-25,Kindle,Online,Tienda Online,Tarjeta,3
V000206,978-8-68800-243-6,El extranjero,Albert Camus,Clásico,10.32,1,55,Prefiere no decir,2025-06-24,Kindle,Online,Tienda Online,Transferencia,4
V000207,978-4-99593-763-1,Crimen y castigo,Fiódor Dostoyevski,Clásico,12.9,1,36,Masculino,2025-10-08,Kindle,Online,Tienda Online,Transferencia,5
V000208,978-7-77839-562-1,El principito,Antoine de Saint-Exupéry,Infantil,9.9,1,6,Femenino,2025-05-20,Kindle,Online,Tienda Online,Bizum,5
V000209,978-0-62772-845-5,Drácula,Bram Stoker,Terror,10.96,1,50,Prefiere no decir,2023-05-03,Tapa dura,Física,Librería Sevilla Triana,Tarjeta,5
V000210,978-9-20745-529-9,Watchmen,Alan Moore,Cómic,19.71,1,43,Masculino,2023-06-26,Bolsillo,Online,Tienda Online,Bizum,3
V000211,978-7-19071-878-8,El poder del ahora,Eckhart Tolle,Autoayuda,14.9,2,73,Femenino,2024-01-03,Tapa dura,Online,Tienda Online,PayPal,3
V000212,978-8-31643-371-8,Hábitos atómicos,James Clear,Autoayuda,20.79,1,67,Prefiere no decir,2023-12-08,Tapa dura,Física,Librería Central Madrid,Efectivo,
V000213,978-8-36062-833-8,Crónicas marcianas,Ray Bradbury,Ciencia Ficción,16.72,3,74,Masculino,2025-09-11,Bolsillo,Online,Tienda Online,Tarjeta,5
V000214,978-7-80284-227-6,El Señor de los Anillos,J.R.R. Tolkien,Fantasía,29.9,1,31,Femenino,2024-01-21,Tapa dura,Física,Librería Gran Vía,Efectivo,4
V000215,978-6-54597-384-2,El temor de un hombre sabio,Patrick Rothfuss,Fantasía,22.41,1,68,Masculino,2024-06-30,Tapa dura,Online,Tienda Online,PayPal,5
V000216,978-9-71953-348-7,It,Stephen King,Terror,18.32,2,70,No binario,2023-07-24,Bolsillo,Online,Tienda Online,Tarjeta,4
V000217,978-0-13905-195-3,Rebelión en la granja,George Orwell,Ficción,13.75,1,70,No binario,2025-01-04,Kindle,Online,Tienda Online,Efectivo,5
V000218,978-8-44973-887-5,Ángeles y demonios,Dan Brown,Thriller,14.36,1,48,Masculino,2025-04-17,Tapa dura,Física,Librería Barcelona Gòtic,PayPal,5
V000219,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,18.9,1,18,Masculino,2024-02-04,Bolsillo,Online,Tienda Online,PayPal,5
V000220,978-7-19071-878-8,El poder del ahora,Eckhart Tolle,Autoayuda,15.65,2,64,Prefiere no decir,2024-10-24,Bolsillo,Física,Librería Gran Vía,Bizum,
V000221,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,20.79,1,25,Femenino,2025-11-13,Tapa dura,Física,Librería Barcelona Gòtic,Efectivo,
V000222,978-9-71348-641-4,Veinte poemas de amor,Pablo Neruda,Poesía,10.4,1,35,Prefiere no decir,2023-06-07,Bolsillo,Física,Librería Valencia Centro,Transferencia,4
V000223,978-9-20745-529-9,Watchmen,Alan Moore,Cómic,21.9,1,70,Prefiere no decir,2024-10-16,Bolsillo,Física,Librería Gran Vía,PayPal,5
V000224,978-4-99593-763-1,Crimen y castigo,Fiódor Dostoyevski,Clásico,12.9,1,70,Femenino,2024-05-05,Tapa dura,Física,Librería Barcelona Gòtic,Efectivo,4
V000225,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,10.9,1,6,Masculino,2025-02-12,Bolsillo,Física,Librería Barcelona Gòtic,Efectivo,
V000226,978-3-30032-482-2,Los hombres que no amaban a las mujeres,Stieg Larsson,Thriller,14.32,1,24,Masculino,2023-07-24,Tapa dura,Online,Tienda Online,Efectivo,4
V000227,978-8-21395-704-6,1984,George Orwell,Ciencia Ficción,11.92,1,43,Masculino,2025-04-29,Tapa dura,Online,Tienda Online,Bizum,3
V000228,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,17.9,1,29,Prefiere no decir,2024-12-24,Tapa dura,Física,Librería Gran Vía,Bizum,4
V000229,978-3-62565-160-2,El día que se perdió la cordura,Javier Castillo,Thriller,20.79,1,51,Femenino,2023-08-22,Tapa dura,Online,Tienda Online,PayPal,5
V000230,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,18.79,2,74,Masculino,2024-08-06,Tapa dura,Online,Tienda Online,Tarjeta,5
V000231,978-1-42591-296-3,Frankenstein,Mary Shelley,Terror,11.9,1,32,No binario,2024-07-08,Bolsillo,Online,Tienda Online,Transferencia,4
V000232,978-2-26828-775-7,Los cuatro acuerdos,Miguel Ruiz,Autoayuda,12.9,1,33,Prefiere no decir,2025-12-15,Tapa dura,Física,Librería Barcelona Gòtic,PayPal,4
V000233,978-6-94259-569-2,El juego del ángel,Carlos Ruiz Zafón,Ficción,16.65,1,68,No binario,2024-07-10,Tapa dura,Física,Librería Sevilla Triana,Efectivo,5
V000234,978-1-16175-981-1,Pedro Páramo,Juan Rulfo,Clásico,13.55,1,61,No binario,2023-05-20,Kindle,Online,Tienda Online,PayPal,5
V000235,978-0-62772-845-5,Drácula,Bram Stoker,Terror,13.55,1,43,Prefiere no decir,2023-06-18,Bolsillo,Online,Tienda Online,Efectivo,4
V000236,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,12.66,2,18,No binario,2024-01-02,Tapa dura,Física,Librería Valencia Centro,PayPal,5
V000237,978-2-18981-709-1,Una breve historia del tiempo,Stephen Hawking,Ciencia,16.9,1,72,Femenino,2023-08-20,Kindle,Online,Tienda Online,Efectivo,5
V000238,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,15.21,1,71,Femenino,2025-06-07,Bolsillo,Online,Tienda Online,Tarjeta,5
V000239,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,22.9,1,20,Masculino,2025-07-09,Tapa dura,Online,Tienda Online,PayPal,5
V000240,978-6-94259-569-2,El juego del ángel,Carlos Ruiz Zafón,Ficción,18.5,1,25,Masculino,2025-11-07,Tapa dura,Online,Tienda Online,Transferencia,
V000241,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,12.51,1,30,Prefiere no decir,2023-01-15,Bolsillo,Online,Tienda Online,PayPal,5
V000242,978-6-45093-167-3,Paula,Isabel Allende,Biografía,13.52,1,39,Prefiere no decir,2025-10-31,Bolsillo,Física,Librería Central Madrid,Efectivo,5
V000243,978-1-13278-859-4,Cien años de soledad,Gabriel García Márquez,Ficción,15.12,1,72,Masculino,2025-04-03,Bolsillo,Online,Tienda Online,Bizum,5
V000244,978-6-34957-196-1,El resplandor,Stephen King,Terror,18.9,1,21,No binario,2025-02-23,Tapa dura,Online,Tienda Online,Transferencia,
V000245,978-0-40007-169-0,El Principito ilustrado,Antoine de Saint-Exupéry,Infantil,17.49,2,9,Prefiere no decir,2023-11-29,Tapa dura,Física,Librería Gran Vía,Bizum,4
V000246,978-8-31643-371-8,Hábitos atómicos,James Clear,Autoayuda,15.12,1,52,Femenino,2025-09-27,Tapa dura,Física,Librería Barcelona Gòtic,Bizum,5
V000247,978-3-99733-432-0,Don Quijote de la Mancha,Miguel de Cervantes,Clásico,19.9,1,68,Femenino,2025-03-11,Bolsillo,Física,Librería Valencia Centro,Transferencia,4
V000248,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,18.61,1,24,Prefiere no decir,2023-06-02,Bolsillo,Online,Tienda Online,Efectivo,3
V000249,978-7-77839-562-1,El principito,Antoine de Saint-Exupéry,Infantil,10.89,1,12,No binario,2023-03-08,Tapa dura,Física,Librería Valencia Centro,Tarjeta,
V000250,978-6-56438-533-6,Misery,Stephen King,Terror,16.9,1,17,Masculino,2023-11-21,Bolsillo,Online,Tienda Online,Bizum,
V000251,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,18.79,1,40,Masculino,2025-03-11,Tapa dura,Online,Tienda Online,Bizum,5
V000252,978-8-79514-100-9,La chica en la telaraña,David Lagercrantz,Thriller,17.9,1,18,No binario,2024-02-11,Tapa dura,Online,Tienda Online,Bizum,
V000253,978-3-99733-432-0,Don Quijote de la Mancha,Miguel de Cervantes,Clásico,19.9,1,49,Femenino,2023-06-02,Kindle,Online,Tienda Online,Tarjeta,5
V000254,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,15.9,1,10,Prefiere no decir,2025-06-02,Tapa dura,Online,Tienda Online,Transferencia,4
V000255,978-7-30289-294-4,Nada,Carmen Laforet,Clásico,13.9,2,59,Femenino,2025-08-03,Kindle,Online,Tienda Online,PayPal,2
V000256,978-2-26828-775-7,Los cuatro acuerdos,Miguel Ruiz,Autoayuda,13.55,2,27,Prefiere no decir,2023-06-25,Kindle,Online,Tienda Online,Efectivo,3
V000257,978-4-93886-804-8,Guerra y paz,León Tolstói,Clásico,27.39,1,33,No binario,2024-06-16,Bolsillo,Física,Librería Central Madrid,Efectivo,4
V000258,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,17.9,2,40,No binario,2025-06-28,Tapa dura,Online,Tienda Online,Bizum,
V000259,978-2-17455-620-1,Cosmos,Carl Sagan,Ciencia,18.9,1,39,No binario,2023-12-25,Bolsillo,Física,Librería Sevilla Triana,Efectivo,4
V000260,978-3-39256-242-1,El amor en los tiempos del cólera,Gabriel García Márquez,Ficción,18.38,1,19,No binario,2025-12-09,Tapa dura,Online,Tienda Online,Efectivo,5
V000261,978-7-30289-294-4,Nada,Carmen Laforet,Clásico,13.9,1,19,Prefiere no decir,2024-09-18,Tapa dura,Online,Tienda Online,Tarjeta,3
V000262,978-1-13278-859-4,Cien años de soledad,Gabriel García Márquez,Ficción,18.9,1,41,Masculino,2024-06-02,Kindle,Online,Tienda Online,Transferencia,5
V000263,978-6-22676-467-5,Choque de Reyes,George R.R. Martin,Fantasía,19.9,1,32,Masculino,2023-11-03,Bolsillo,Física,Librería Sevilla Triana,Bizum,4
V000264,978-6-86484-508-5,Ficciones,Jorge Luis Borges,Clásico,14.9,1,17,No binario,2024-03-26,Tapa dura,Física,Librería Valencia Centro,Efectivo,1
V000265,978-8-11504-796-1,El código Da Vinci,Dan Brown,Thriller,16.9,3,21,No binario,2023-10-20,Kindle,Online,Tienda Online,Transferencia,4
V000266,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,10.9,1,9,No binario,2025-04-05,Bolsillo,Online,Tienda Online,Transferencia,4
V000267,978-1-16175-981-1,Pedro Páramo,Juan Rulfo,Clásico,11.61,2,66,Femenino,2024-07-30,Kindle,Online,Tienda Online,Transferencia,5
V000268,978-7-77839-562-1,El principito,Antoine de Saint-Exupéry,Infantil,9.9,1,5,Masculino,2023-04-27,Tapa dura,Online,Tienda Online,Efectivo,4
V000269,978-3-99733-432-0,Don Quijote de la Mancha,Miguel de Cervantes,Clásico,19.9,2,30,Masculino,2024-09-22,Bolsillo,Online,Tienda Online,Tarjeta,2
V000270,978-2-46509-573-3,La peste,Albert Camus,Clásico,14.9,3,57,Prefiere no decir,2025-11-07,Bolsillo,Online,Tienda Online,Efectivo,4
V000271,978-5-19287-626-3,Coraline,Neil Gaiman,Fantasía Juvenil,12.51,1,18,Masculino,2024-09-25,Kindle,Online,Tienda Online,Efectivo,
V000272,978-1-82357-400-9,Harry Potter y la piedra filosofal,J.K. Rowling,Fantasía Juvenil,14.31,2,14,No binario,2024-05-15,Kindle,Online,Tienda Online,Transferencia,5
V000273,978-7-30289-294-4,Nada,Carmen Laforet,Clásico,11.12,3,64,No binario,2025-07-18,Kindle,Online,Tienda Online,Tarjeta,4
V000274,978-5-74042-119-1,Sapiens,Yuval Noah Harari,Ensayo,21.9,2,31,Prefiere no decir,2023-03-28,Bolsillo,Física,Librería Barcelona Gòtic,Transferencia,5
V000275,978-6-54597-384-2,El temor de un hombre sabio,Patrick Rothfuss,Fantasía,26.14,1,34,Masculino,2024-04-22,Tapa dura,Online,Tienda Online,Bizum,5
V000276,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,24.04,2,60,No binario,2025-04-07,Kindle,Online,Tienda Online,Transferencia,4
V000277,978-5-19287-626-3,Coraline,Neil Gaiman,Fantasía Juvenil,13.9,1,10,No binario,2023-04-25,Bolsillo,Física,Librería Valencia Centro,Tarjeta,5
V000278,978-1-48469-545-2,Origen,Dan Brown,Thriller,19.9,1,29,Masculino,2024-05-14,Bolsillo,Física,Librería Valencia Centro,Tarjeta,5
V000279,978-6-94259-569-2,El juego del ángel,Carlos Ruiz Zafón,Ficción,20.35,1,58,Prefiere no decir,2025-08-07,Kindle,Online,Tienda Online,Tarjeta,4
V000280,978-9-18326-494-6,Romancero gitano,Federico García Lorca,Poesía,9.27,1,21,Masculino,2023-04-28,Bolsillo,Online,Tienda Online,Transferencia,
V000281,978-0-96673-333-4,Harry Potter y el prisionero de Azkaban,J.K. Rowling,Fantasía Juvenil,16.9,1,20,Femenino,2023-04-04,Kindle,Online,Tienda Online,Transferencia,5
V000282,978-8-21395-704-6,1984,George Orwell,Ciencia Ficción,12.66,1,65,Femenino,2023-09-03,Bolsillo,Online,Tienda Online,Efectivo,5
V000283,978-2-17455-620-1,Cosmos,Carl Sagan,Ciencia,20.79,1,33,Femenino,2024-02-21,Kindle,Online,Tienda Online,Transferencia,5
V000284,978-3-62565-160-2,El día que se perdió la cordura,Javier Castillo,Thriller,17.01,1,53,Femenino,2025-12-13,Kindle,Online,Tienda Online,Tarjeta,4
V000285,978-9-18326-494-6,Romancero gitano,Federico García Lorca,Poesía,11.45,1,53,Femenino,2023-12-02,Bolsillo,Física,Librería Sevilla Triana,Transferencia,
V000286,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,12.51,1,45,Femenino,2025-12-03,Kindle,Online,Tienda Online,Bizum,4
V000287,978-7-77839-562-1,El principito,Antoine de Saint-Exupéry,Infantil,9.9,1,8,Femenino,2023-09-19,Bolsillo,Online,Tienda Online,Transferencia,5
V000288,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,23.0,4,53,Masculino,2024-09-04,Bolsillo,Online,Tienda Online,Tarjeta,5
V000289,978-4-99593-763-1,Crimen y castigo,Fiódor Dostoyevski,Clásico,13.55,1,40,No binario,2025-03-28,Bolsillo,Física,Librería Sevilla Triana,PayPal,3
V000290,978-3-30032-482-2,Los hombres que no amaban a las mujeres,Stieg Larsson,Thriller,17.9,2,34,Prefiere no decir,2024-07-06,Kindle,Online,Tienda Online,Transferencia,5
V000291,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,15.29,1,75,No binario,2024-05-24,Kindle,Online,Tienda Online,Bizum,
V000292,978-3-31417-573-6,Ana Karenina,León Tolstói,Clásico,15.21,1,46,Prefiere no decir,2024-08-16,Tapa dura,Online,Tienda Online,Transferencia,5
V000293,978-4-93748-619-9,Perdida,Gillian Flynn,Thriller,16.5,3,17,Masculino,2023-10-18,Kindle,Online,Tienda Online,PayPal,4
V000294,978-8-44438-864-9,Rayuela,Julio Cortázar,Clásico,16.9,1,19,Femenino,2024-03-25,Tapa dura,Física,Librería Sevilla Triana,Transferencia,3
V000295,978-6-86484-508-5,Ficciones,Jorge Luis Borges,Clásico,16.39,1,74,No binario,2023-04-04,Tapa dura,Online,Tienda Online,Bizum,4
V000296,978-9-65461-316-8,"Padre rico, padre pobre",Robert Kiyosaki,Finanzas,16.9,1,48,Prefiere no decir,2025-09-06,Bolsillo,Física,Librería Central Madrid,Transferencia,4
V000297,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,21.9,1,73,Prefiere no decir,2025-12-05,Bolsillo,Física,Librería Sevilla Triana,Bizum,5
V000298,978-8-27342-840-9,Stardust,Neil Gaiman,Fantasía,15.9,1,21,Prefiere no decir,2023-07-19,Bolsillo,Física,Librería Valencia Centro,Bizum,4
V000299,978-1-13278-859-4,Cien años de soledad,Gabriel García Márquez,Ficción,18.9,1,42,Prefiere no decir,2025-09-04,Kindle,Online,Tienda Online,PayPal,5
V000300,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,15.65,1,22,No binario,2024-08-02,Kindle,Online,Tienda Online,Bizum,5
V000301,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,20.89,2,62,Prefiere no decir,2025-12-02,Tapa dura,Online,Tienda Online,Tarjeta,
V000302,978-6-38893-559-9,Dune,Frank Herbert,Ciencia Ficción,22.9,2,40,Femenino,2023-06-26,Bolsillo,Online,Tienda Online,Transferencia,5
V000303,978-7-30289-294-4,Nada,Carmen Laforet,Clásico,13.9,1,22,Masculino,2024-06-18,Bolsillo,Física,Librería Gran Vía,Transferencia,5
V000304,978-3-28131-621-7,El Aleph,Jorge Luis Borges,Clásico,15.29,2,73,Masculino,2023-07-21,Kindle,Online,Tienda Online,Bizum,4
V000305,978-9-18326-494-6,Romancero gitano,Federico García Lorca,Poesía,8.72,1,49,No binario,2023-07-22,Tapa dura,Física,Librería Barcelona Gòtic,Bizum,5
V000306,978-8-44973-887-5,Ángeles y demonios,Dan Brown,Thriller,16.9,1,55,No binario,2023-08-22,Tapa dura,Física,Librería Valencia Centro,Transferencia,2
V000307,978-4-93748-619-9,Perdida,Gillian Flynn,Thriller,14.03,1,29,Prefiere no decir,2023-11-15,Bolsillo,Física,Librería Valencia Centro,PayPal,4
V000308,978-6-45093-167-3,Paula,Isabel Allende,Biografía,15.9,1,39,Femenino,2023-10-30,Bolsillo,Física,Librería Gran Vía,Tarjeta,
